,Unnamed: 0.1,Unnamed: 0,comment
474,474,474,banyak video orang yg dia hina buakan hanya satu kali makanya gua punya lisan dijaga inget gus dulu bukan siapa2 tapi karna kebaikan gus dimasa itu allah swt mengangkat derajat gua setelah diangkat derajatnya gus malah lupa dan angkuh makanya nikmat yg allah swt beeikan sekarang perlahan dicabut lagi oleh pemberi nikmat allah swt gus muhasabah diri siapa gus dulu sebelum dikenal orang
475,475,475,alhamdulillahahirnya
476,476,476,salut buat gus miftah panjenengan gentleman mengakui semuanya walaupun sebelumnya dalam desakan secara tidak langsung panjenengan diselamatkan mudah2an selalu istiqomah dalam misi berdakwah yang santun mudah2an selamat dunia dan akhirat aamiin
477,477,477,ngakak ala usman ali
478,478,478, kemarin dgn banga tertawa skrng mewek dgn rendah hati
479,479,479,ternyata cengeng jga
480,480,480,makax jadi orang jgn  suka meremdahkn orang lainjgn membusungkan dadadi atas langit masih ada langitperbuatan apapun pasti ada balasanxlebih baik intrufeksi diri
481,481,481,jgn lupa sholawatmu hasbi rabbi jaallahu masfikolbi ghoirullah
482,482,482,di tekan dri masyarakat gus karnatdk pantas lu jdi kabinetnya pak prabowo karna omonganmu yg sombong kemlinti
483,483,483,gus semangat trs maju trs agak saja ini adalah teguran dari alloh supaya gus menjadi pendakwah yg baik dn lbh baik  sht slalu gus
484,484,484,nauzubillah banyak lalat menghinggapi badannya pertanda apa  apa blm keramas malam jumat atau belum gosok gig salam dari persatuan lont
485,485,485,dh bgs jngan  bersedih jangan dalil 
486,486,486,tidak ada yang hebat di dunia ini kalau tidak ada akhlak tidak perlu dihormati
487,487,487,penjual es itu cari uang susah payahnya untuk nafkahin kluarganyamasih aja dihina
488,488,488,biasa bos politik
489,489,489,kalau boleh usulustad adi hidayat insya allah lebih tepat
490,490,490,belum khawat menerima pangkat dan jabatan 
491,491,491,siapapun dan dimanapun tetap bisa menjaga lisan dan ucapan
492,492,492,ah pencitraanlebih baik mundur daripada menimbulkan banyak fitnah karna belum cocok jd pejabat
493,493,493,smg kdpnnylbh baik  n lbh bisa mnjga n mnghrgai orng lain
494,494,494,dulatttt
495,495,495,nasib bisa di robah tapi takdir dari ilahi g mungkin bisa di robah nya smg semua menjadikan perhatian dan jadikan sebuah hikmah yg terbaik
496,496,496,respect sama gus miftahberani berbuat berani bertanggung jawabjgn di ulangi lagi ya guspelajaran buat kita semua
497,497,497,gus antum dipercaya sm pak prabowo loh tp knp sprti itu gus surat alimron ayat 26 msh antum liat diteksastagfirullah gus
498,498,498,ya alhamdulliah yg ga kuat memikul tnggung jawabagama dan negara
499,499,499,sementara sekali jabatannya mas belum bekerja sudah habis mas seng sabar yo mas dakwahnya di musola wae lbh bagus
500,500,500,itu nama nya lakiklau salah ngaku salah  jd pantas klau gus ngundur kn diri  akhlak nya blm bersih
501,501,501,klu dikit2 salah ngomong mundur dari jabatan  ini merupakan kelengahan dan ketidak dewasanya sehingga lawan pasti tepuk tangan dan gembira  perlu kehati hatian tuk semuanya
502,502,502,alhamdulillah nyadar diri
503,503,503,gus makanya lain kali kalau guyon hati2
504,504,504,apapun keputusanmu itulah hasil perbuatanmu yg kau tuai
505,505,505,mundur memang masih bnyk yg lebih bagus dari yg bagus memalukan presiden
506,506,506, gus miftahalhamdulillah panjenengan bersikap legowokarena kejadian itu orangorang  banyak yg menghujat panjenengan tapi saya pribadi tetap senang pada panjenengan karena dengan ucapan panjenengan pak sunhaji langsung terangkat derajatnya ini menjadi bukti nyata kebenaran ayatayat alloh semoga menjadi pelajaran bagi kita semuatetap semangat utk berdakwah dengan gaya karakter panjenengan dengan tulus karena alloh
507,507,507,tangisan p3nyesalan mau jadi pejabat g jadi yq mif
508,508,508,bener apa yang engkau baca tadi di dalam surah al imranbahwasanya allah sangat mudah memuliakan seseorang dan menghinakan seseorangmungkin ini yg sedang kau alami karena mulutmu yg gk bisa disaring disetiap memberi dakwah
509,509,509,lebih baik ngundurkan diri bro biar aman pedagang miskin
510,510,510,alhamdulillah
511,511,511,alhamdulillah beliau mundur
512,512,512,kok cengeng sih taim
513,513,513,bgi para semua yg komen kl komen mkr dlu dong manusia di dunia itu ga ada yg sempurna semua pnya kehilafan tp knpa seorg gus miftah makinntrpojok dan di pojokan hay pa sunami di mana hr nuranimu skrg bgn pa bnyak yg lain hdpnya di bawah sampean  bangun pa sunaji
514,514,514,begitu songongnya akhir nya nangis nyesel ya
515,515,515,semangat gus itu semua kehendak yang maha kuasa
516,516,516,alhamdulillah
517,517,517,dulu pernah menghina gus samsudin
518,518,518,mungkin karma karena orogan waktu kmpanye pilpres
519,519,519,bagus undur sendiri daripada dipecat terasa hinadilihat dari segi penampilan pun orgnya seperti org tidak berilmu agamahanya penunggang agama demi jabatan dan wangmalunya sepanjang hayatbalik kamunglah kawan belajar hukum islam sedalamdalamnyasok sok alim
520,520,520,itu artinya allah tdk merestui
521,521,521,tetap semangat gus masih banyak yg mencintai mu kerna kami tau gus  adalah org baik dan bisa membuat motifasi buat kami tentang agama dengan carah gus mita
522,522,522,lapo nangis barang ngk jentelmen biasae ngablak ae
523,523,523,baru jdi staf presiden jd ga lulus   apa lagi jka bicara dakwah agama banyak yg kontrofersiapakah anda bisa lulus di mata allah  wallahu aklam
524,524,524,inilah nma gusustad jangan kan perkataan bnar nya perkataan buruk nya juga bisa ngangkat derajat nya orang tersebut mudahan smua nya dpat hikmah nya  dari yg baik mnjadi lebih baik dari yg buruk mnjadi baik
525,525,525,katanya menghormati menghargai rakyat tetapi sampai bilang rakyat goblok apakah itu yang di katakan menghargai rakyat
526,526,526,kesombongan menghancurkan segalanya
527,527,527,setiap ceramah mu aklak terlalu rendah meremah kn orang engk ada bezanya sama si bahar sama aja
528,528,528,nk dakwah yg baik2 kyo gtu lelucon tok isine
529,529,529,ngak usah menangis gus
530,530,530,ente sih dr dulu dah kelaquanngomong gak di ayak
531,531,531,kadang mmg ga bisa tahan lisan  ni orang
532,532,532,sabar gusmanusia tidak luput dari kesalahan semoga ada hikmahy
533,533,533,           
534,534,534,ya gitu dong lebih baik mundur terhormat dari pada bertahan nanti rakyat tambah muak melihatnya
535,535,535,jgn bawa dalil agama krna anda tau agama tapi ucapanya ga mencerminkan agama 
536,536,536,la ngeneki coba pie hti nuraninya pa sunami trhdp gus miftah krna gara2 gus miftah sampean jd banjir rejeki trima kasihmu sm gus miftah mana pa sunami jgn diam aja lo udh bnjr rejeki gra2 gus miftah
537,537,537,gus aku pisohano  ben oleh duwet akeh ambil hikmahnya tukang es dpat rejeki bnyak perantara gus miftah allah ngasih rejeki jalan nya lewat ini semangat gus
538,538,538,gus dikerubungi lalat gus mungkin belum mandi gus maaf gus guyon
539,539,539,dengan kejadian ini semoga menjadi pribadi yang lebih baik dan bertutur kata dengan baik dalam berdakwah
540,540,540,itulah jaga lisan   jgn ngerendahin org sembarangn allah angkat derajat manusia g tanggung2  langsung melesat
541,541,541,kebanyakan dalil sok ndalili percuillll ciiiuuk
542,542,542,ojo nangis mas jabatan yg paling utama yg tidak menghina orang lain itu jabatan kekal
543,543,543,menangis karna ditekan suruh mundur
544,544,544,mudah2an gus miftah selalu di berkahi semua  aktipitasnya oleh alloh amin
545,545,545,baguss lah klo mundur
546,546,546,tuh yg di samping kiri kanan gus miftah yg tertawa terbahak bahak suruh minta maaf juga
547,547,547,syukur lah kalo sadar diri
548,548,548,kalo aku sih yes
549,549,549,ambil pelajaran n hikmah dari kejadian inibuat kita semuadan klu allah swt menghendaki semuanya bisa terjadi
550,550,550,lidah licin bawa berkah penjual es teh amin  dan bawa aib utk diri sendiri 
551,551,551,jadilah ulama yang berakhlak mulia biar jadi panutan
552,552,552,skrng bkn gus lagi gus itu asli keturunan dr kiyaijadi skrng kembali ke pengaturan awal taim
553,553,553,alhamdulillah sadar 
554,554,554,gayamu sok sok an mewek
555,555,555,hmmmgus gus miftah sudah semakin tenar tenar tenarmalah mencacat orang dengan omongannya yang menyakiti hati dengan penjual minumanbikin semua gregetan sebagai seorang ustad tersohormalah mencacat sendiri atas omongan yang hina rakyat bawah cacat sekali bisa cacat seumur hidup lhoo ustad usahakan gus miftah perbaiki lah perlakuannya seperti awal2 merintis ketenarannya
556,556,556,makanya jangan jorok klau ngomong gussekarang klihatan kalau cengeng
557,557,557,bagusssss lebih baik mundurrrkarena gusssmasihhh jauhhh belum layakkkkilmu dan adam nyamasih rendahhh
558,558,558,lebih hormat mengundurkan diri dari pada dapat surat suruh mengundurkan diri lebih baik sadar dari pada di sadarkan dan ingat murka allah lebih penting kita pertimbangkan daripada jabatan
559,559,559,kog nangis gak mentang2 spt saat ngata ngatai penjual es teh yg lalubagus mengundurkan diri sajabagusdari marginal lupa aslinya saat ngata ngatai penjual es teh
560,560,560,ngocehhhh trussss kamu mitta uda salah  y salah   jdi orang jgn smbong
561,561,561,alhmdllh mundur rugi saya bayar pajak buat ngegaji pejabat kaya lu miftha  baru sebulan di lantik  bukannya melayani ke masyarakat malah menghina masyarakat
562,562,562,smoga saja ini buat contoh bagi mubalig  kiyai dan habib serta ustad    jngan sampay seperti ini karna manusia dilahirkan ke dunia dalam keadaan telanjang pulangpun tlanjang    janda ada yg sempurna
563,563,563,kita jgn bicara masalah pendapatan penjual estehnya duludari mengenai ucapannya gusmiftah lbh dahulumenurutku tsk selayaknya di ucapkan kata kotor merendahkan oranglain yg dgn sekelasnya toko agamapemuka agamajustru gusmiftahlah yg kasih contoh terbaik di hadapan masyarakat lingkungan di sekitar
564,564,564,gantle dan ksatria hanya iblis jumawa yang tidak bisa meminta maaf dan memaafkan seperti komentatorkomentator nyinyir pada  konten ini
565,565,565, gus miftah
566,566,566,mending jadi warga biasa sederhana mas miftahsalut aku semoga tetap jadi ustadz yg baik
567,567,567,ngelawak wae taim pasti pas buat ente yg slengean
568,568,568,ohhh iya ya kan kamu mundur karena keinginan tekanan yg kuat dari masyarakat indonesia  atas semua tingkah lakumu mbah miftah 
569,569,569,jadi kebelakangnya kalau mau bicara pikir dulu gus jangan asal ngomong andai korban nya orang madura sudah habis kau gus
570,570,570,sabar gus miftahyg sabar yasetiap manusia tidak ada yg  sempurna
571,571,571,klo gue punya prinsip klo kt akan dihormati dan dihargai orang maka kt hotmatilah dn hargailah orang lain  yg tidak mengenal baik yg tinggi maupun yg rendah itu prinsip gue
572,572,572,semoga gus miftah mundur nya dr stap ke presiden mundur juga dr mihibin habib
573,573,573,bener sampean sadar
574,574,574,lantas bagaimana manusia2 yg tidak ada henti2nya menghujat  mengihina  merendah rendahkan pak jokowi dan sekeluarganya hingga sekarangapakah di biarkan begitu sajaatau perlukah di rujak habis2an
575,575,575,inilah nama kehancuramu dus miftah jangan mentangustat terkenal lupa daratan
576,576,576,andai tukang ngakak itu tidak ada disitu mungkin tidak seheboh ini entah mengapa damage ngakak itu bikin geram netizen
577,577,577,mulut mu adalah harimau mu dan ambil saja hikmah nya
578,578,578,makanya kalau ceramah jangan cengegesan mulu akhirnya blunder 
579,579,579,apakabar nya dengan orang yg tertawa nya oper yg di samping kanan kiri mbah miftah belum ada klarifikasi permohonan maaf nya
580,580,580,berhati2lah gus kehancuran mu pasti akan d tunggu oleh org2 yg selama ini kontra kpd pak prabowo
581,581,581,alhamdulillahini pelajaran buat kita semua
582,582,582,mkanja atiati bekerja ucapan darimulutkita adalah doa
583,583,583,sebagai teladan buat kita semuatiada yg sempurna kehilapn adalah guru klebihan adalah titipan allah
584,584,584,kapok kuwi karmamu tat
585,585,585,semangat pk gus miftah manusia gak ada yang sempurnagak ada yg luput dari kesalahan pk gus miftah
586,586,586,1000 kebaikan tdk akan terlihat dgn 1 kesalahan semangat gus aku yakin pean orang baik
587,587,587,ada sebab ada akibatkita kembalikan pada diri kita  sendiriapa ini yg dinamakan qadho dan qodar
588,588,588,diangkat derajadnya seseorang dapat terjadi karena adanya penghinaan atau pelecehan dan swseorang akan terhina dengan sehina hinanya adalah karena dirinya sendiri
589,589,589,pintar dakwah   tapi mnghina orang  hadeeeeeh   ilmu agamanya tunggu selangit   tapi ga punya ahlak dan adab
590,590,590,pantas miftha maulana di beri hukuman fisik karena mempermalukan pemerintah saat ini pura2 lagi orangnya beriman 
591,591,591,ini lah yg pepatah bilang mulut mu adalah harimaumu mk hati 2 gunakan mulut mu
592,592,592,mundur jaoh  boss
593,593,593,inilah yg bukti dari kata2 nasehatmulutmu adalah harimaumusemoga jd pembelajaran berharga utk kita semua
594,594,594,sabar aja semua itu kehendak yg maha kuasa yg penting kita merasa bersalah dg kesalahan tanpa di sengaja orang ga ada yg sempurna kita semua ga usah menghujat dg kesalahan tpi harus belajar dari kesalahanomongan salah kl jd berkah sama orang yg kena ledekan yg penting yg di ledek dan terhina kan ga merasa apa2 apa lgh ke jadian ini jd hikmah dan berkah orang itu jd ter angkat harkat derajat nya amiin
595,595,595,inilah akibat org usil vidio lama di putar kembali buat bg gus miftah bersabar ulah ulah org iri dengki di balik semua inih
596,596,596,di negeri ini sdh terlalu banyak gus gus palsu yg meninggikan drajatnya sendiri
597,597,597,alhamdulillah bang kau sadarmulutmu adalah harimaumu bangapa yang kau tanam ituyang kau tuaijangan sudah merasa kita memiliki segalanya dan apa yang kita inginkan pasti adajangan sekalipun kita merendahkan derajat orang yang tidak punyatidak mampu
598,598,598,jangan nangislah klo berjiwa besar
599,599,599,gus miftah orang baikdia sudah tau sebelumnyadia memang senggaja menghina bapak penjual es tehsupaya jadi viral bapak jual es teh jadi orang terkenal buktinya nyata jadi kebenaranbuat bpk penjual es teh seharusnya berterima kasih banyak dan memaafkan gus miftah
600,600,600,hore mifta mundur
601,601,601,ko nangis kamu lakilaki kan
602,602,602,yes akhirnya
603,603,603,mohon maaf sebelumnya bisa kita mabil hikmah dari setiap kejadian ini mungkin allah swt  mengangkat derajat seorang bapak sunhaji melalui seorang ustadz miftah dan hal ini menjadikan sebuah pembelajaran untuk ustadz miftah dan untuk kita semua dalam segi perkataan atau prilaku 
604,604,604,mana2 pejabat yg suka mengecil ngecilkanmenghina warga sipil selepas ini kena berani buat tindakn yg sama dgn gus miftahjgn udah salah mcm2 alasan pula untuk pertahan jawatanberani bt berani tanggungbaru gentle
605,605,605,percuma punya gelar agama atau gelar pendidikan percuma paham agama klu tidak punya ahlak adab actituteseorang pabrik figur hrs nya memberi contoh yg baik tutur kata prilaku bahasa ingt semua hanya bersifat sementara dan titipan kun fayakun  klu kata2 goblok di sampaikan kepada para koruptor pejabat nakal para penjilat itu baru pasdoa orng terzolimi lbh d dengar oleh allah silahkn buktikan hancur wibawa anda
606,606,606,semoga dapat di contoh oleh para pejabat yg lain sikap legowo mau melepaskan jabatan nya jika terbukti tidak layak lgi untuk menjabat sebuah jabatan 
607,607,607,lebih baik begitu biar jadi contoh aparat negara lainya semangat gus
608,608,608,ya dri pada di pecat mengatasnamakan mundur
609,609,609,bak pitatah mulutmu harimaumuyg akan menerkammu
610,610,610,anda mencoret nama anda sediri mencoreng muka dengan kata gmu
611,611,611,lebih baik mengundurkan diri dari jabatan pendakwah dan juga jangan menangis apa dihati ada penyesalan tuk meninggalkan
612,612,612,ambil hikmahnya bisa ditiru oleh pejabat atau siapapun atas perbuatannya
613,613,613,
614,614,614,sy suka gus miftah tdk munafik ceramah di mana saja
615,615,615,aku ngga mudeng dg sgl alasannya makin banyak bicara makin kurang simpati sudahlah yg penting banyak2 lah bermuhasabah
616,616,616,sayang ya gus jabatan terhormat yg dipercayakan utk lkut membangun bangsa dan negara cuma seumur jagung
617,617,617,setingkat ustadz ojo olok olok lah olok olok itu di larang oleh agama
618,618,618,mohon maaf bukan sama manusia manusia ga bisa apa apa mohon maaf dan ampun kepada allah mudah 2 ujian ini menjadi lebih baik lagi dan berakhlak kepada muslim yang miskin ilmu
619,619,619,betul guspunya dawah masing  karakter berbeda
620,620,620,ya mau ga mau harus bgtupk agusibarat org lg jalan kepleset pkbuat yg lain sebagai panutan agamajaga lisan andamulut mu adalah harimaumu
621,621,621,sabar gus sabar inih haya cobaan org org di blkang sampean masi bisa memaklumi manusia tempat y salah dan khilap
622,622,622,jadikan semuanya pelajaran dn pengalamanhidup  serta berusaha menjadi lebih baik
623,623,623,kami tidak perlu dakwah mujijik mendengar nya lebih baik jaul teh manis masih ada rasapercuma jual agama tidak punya rasa 
624,624,624,asalamualaikum gus alloh maha pengasih dan peyanyang manusiya tida luput dari semuda kesalahan
625,625,625,fyp gus sampe luar negri gus hebat anda
626,626,626,mundur sja itu lebih baguspintar aja baca firman allah tpi ga bisa jg mulutsaya sangat bersyukur klo anda mundur
627,627,627,ngak pp mundur mas gondrongwalaupun punya ilmu tinggi jgn rendahkan orang lainbiasa saja ngk usah nangiswaktu modohkan orang kok ketawa
628,628,628,jangan buka2 ayat gus udh ngk pantas
629,629,629,ngomong apa gus lain cerita mu
630,630,630,menurut saya setiap orang ada kesalahannya jika gus miftah orang baik ada kesalahan kita harus memaafkannya
631,631,631,assalamualaikummasa allahini lah sosok penceramah stapsus presiden yang dmn di saat berceramah guyonan nyah tak sengaja lukai hati orang lainmohon maaf dn mundurkan diri tampa keterpaksaan orang lain saya amat sangat kagum denganustad yusnitaatas kerendahan hati ustad  mohon berbeda dengan penceramah yng lain  mengkritik menyinggung dn hina merasa orang yang paling sucisemoga allah swt memberikan kesehatan dan selalu dlm lindungan allah swt amin
632,632,632,betullbanyak hikmahx bagi bpk penjual es itu karena nasibx berubah total karna kata kata gus miftah
633,633,633,gus miftah berjiwa besarhanya allah yg maha memiliki kesempurnaanallohu akbar
634,634,634,rezeki urusan alloh bukan ustad bukan gus gus bukan bro bayangkan kalo yg di bilang goblok bapa lu gmna sakit hati gak
635,635,635,salut buat gus miftah jentel man sejati berjuang bukan karena jabatan tapi berjuang ikhlas karena agama 
636,636,636,mulutmu harimaumuambil hikmahnya
637,637,637,tampang jauh dari ulama  dia sendiri pernah bilang di pondok hamya penjaga kandang ayam
638,638,638,freeetttt tisu mana tisuuuu
639,639,639,alhamdulillah ya allah akhir nya apa yg di inginkan masyarakat indonesia terjadi hari ini   semoga mendapatkan pengganti yg lebih baik lgi yg mempunyai adab dan etika sebagai pejabat pelayan masyarakat  
640,640,640,jual es teh aja miftah jgn sok tau agama allah buka kedokmu
641,641,641,sejarah baru di indonesia gara2 kalimat gus miftah hikmahnya membawa rezeki yg luar biasa buat penjual es teh adlh sebuah anugerah kemuliaan yg tertinggi  krna baru kali ini rakyat biasa seorang gus miftah bs lsg di percaya oleh seorang presiden ri pdhal spjg indonesia merdeka blm ada ambil hikmahnya utk saudaraku di tanah air
642,642,642,gentleman semoga dikuti pejabar  yg salah atau korup
643,643,643,suka kamu mundur ia tak mundur pun ia 
644,644,644,makanya jangan arogan 
645,645,645,yang tertawa terbahakbahak macam mau lompat sebelah kanan gus miftah itu parah juga
646,646,646,alhamdulillah kalau sadar diri
647,647,647,kok bisanya masih gak mau mengakui bhwa  kamu di pecat itu atas permintaan seluruh rakyat indonesia
648,648,648,ganti sama tgbbaru mantaap
649,649,649,bukan soal ratusan jutaini msalah akhlak dari seorang ulama yang tidak sepatutnya mengeluarkan kalimat kotormulutmu harimaumu
650,650,650,betul guspunya dawah masing  karakter berbeda
651,651,651,baguuus mundur ajja udah titik
652,652,652,ketika amanah kita lebih besar lebih berat dan jadi panutan umat alangkah lebih baiknya kita lebih menjaga lisankarna lisan bisa menaikkan derajat kita dan juga bisa menjatuhkan kita semoga kita bs menjadi manusia yg slalu introspeksi diri  dan berhati2 dalam berucap
653,653,653,mulutmu adalah harimaumu
654,654,654,gitu donglebih di jaga lisanmulidah itu lebih tajam dari pedang 
655,655,655,keputusan itu karna di suruh presiden parabowopastinya
656,656,656,bukan pertama kali gus miftah menghina penjual es tehini karena viral saja dia mau minta maaf
657,657,657,drama ygsangat membagong kan
658,658,658,baguuus bangeet dari pd membawa nama presiden dan syiear islam tercemar oleh orang islam yg arogannn kaya habib no  rusak ajaran islammm dari nabi saw
659,659,659,miftaj terlalu banyak komen singkat saja jelas dan padat tak perlu penjelsan
660,660,660,jadikan  pembelajaran kita semua ambil hikmahnya
661,661,661,pembelajaran ke depan mnjd lbh baik tetep semangat 
662,662,662,kadang manusia lupa kalo lagi diatas
663,663,663,diambil hikmahnya gus semoga dg kejadian ini bisa menjadi pribadi yang lebih santun allah menegur anda lewat bapak penjual es teh karena dg kejadian ini akhirnya anda sadar jika selama ini perkataan yang anda anggap sepele ternyata banyak menyakiti hati orang lain
664,664,664,mundur saja nggk ad gunanya
665,665,665,kali ini saya respek kepada anda gus miftah
666,666,666,diangkat derajat anda miftah tapi lupa diri karna jabatan dan tenar menjatuhkan derajat pedagang kecil anda miftah meredahkan org hari ini anda berbalik yg direndahkan
667,667,667,beliau di pecat olh pak prabowo tp bilangnya mundur dg tujuan menutupi rasa malu karna pemecatan itu
668,668,668,nangisi opo gus
669,669,669,lebih baik mundur lach gus dari pada lisan mu tidak bisa dijaga etika nya terhadap wong cilekhabis mundur terus jualan es teh aja gus
670,670,670,gua ga butuh gombalan lu bro
671,671,671,sudah terlambat kang untuk meyesal perbuatan  mu
672,672,672,tepat sekali karna itu memang gak tepat kalau buat orang yg tidak tepat mungkin lebih terhormat kalau mengundurkan diri saja
673,673,673,alhamdulila gus  kembali ke pitra manusia smoga di ridhoi allah swt
674,674,674,si miftah anda terlalu sombongkarna posisi lagi di atasliat kebawah yg lain keciltidak kontrol diri lupa diri lupa daratan
675,675,675,kuasa allah swt itu benar adanya jangan menghina orang lemah  krn mereka doanya tembus kelangit tanpa ada halangan
676,676,676,jooooskiyai gk pantes di anutgk punya adab suka merendah kan orang
677,677,677,ganti habib jafar nih mantap
678,678,678,yayaya jiwa kesatria gus gk ada perlu vidio model gini
679,679,679,bagus dan sempurnakan dulu jiwanya karena kekhilafan yg berulang ulang itu adalah penyakit
680,680,680,yayaya jiwa kesatria gus gk ada perlu vidio model gini
681,681,681,mudah mudahan ada pekerjaan yg lebih baik ya pak gus jgn bercanda sama pedagang yg lebih tua semangat gus miftah
682,682,682,akui kesalahanmuitu smua ulah kamu sematakamu cocoknya membanyolkamu gak patut jadi pendakwahkalau sudah begini silahkan kamu tertawa spuas puasnya
683,683,683,yayaya jiwa kesatria gus gk ada perlu vidio model gini
684,684,684,skalian sama orang2 yg disekeliling gus miftah
685,685,685,bisa dicontoh pejabat yg lain  termasuk yg korupsi mundur
686,686,686,mudur alon2 lebih baik dari pada mudur lompatyang jelas pada hikmah nya ke bapak penjual es  rendah di mata manusia tinggi di mata allahsakit kalu jdi anak orang tua di buat kaya gini 
687,687,687,prilaku dan titut itu perlu
688,688,688,tak layak lo jadi seorang penceramah karna tak sesuai dgn ucapanmu banyak belajar lagi ya salamatul insan bihifdil lisan ingat itu
689,689,689,hilaf nya orang alim masih membawa keberkahan pada orang lain
690,690,690,jgn bicara  allah  ustad apaan itu menghina wong cilik  belajar dulu lu ilmu tauhid 100tahun lgi baru lu jdi ustad
691,691,691,syukurlah jika gus menyadari nya
692,692,692,prilaku dan titut itu perlu
693,693,693,jempol buat gus miftah yg ga membela diri atau mencari pembenaran mengakui kesalahan dan kekeliruanya insyaallah allah akan memaafkannya karrna semua sudah kehendaknya
694,694,694,beda dengan  pemilik akun fufu fafa ya
695,695,695,kedepan lebih hati2 dalam berucap kang gus apalagi sbg pendakwah bahkan kanjeng nabi saja santun dalam menyebarkan agama islam suri tauladan yang baik
696,696,696,kasian bener bapak mini  aku sedih pak liatnya   betul itu pak kebeneran itu milik allah
697,697,697,hahaha ogah banget semangati orang sombong salam dari banten
698,698,698,bapak gus saya banhgga dengan  engkaukarna allah mengangkat drajat tukang es melalui engkauengkau tidak bersalahjustru saya bangga dengan engkauinilah indahnya islamamin
699,699,699,sudah pantas mundur  yang pantas abdul somad n adi hidayat keduanya pandai dan istiqomah 
700,700,700,lebih baik mundur dari pada bikin malu
701,701,701,mungkin itu sudah takdirmu gus
702,702,702,udah keenakan menghina sesama manusiamakanya ke bablasan alias rem bloongsemoga menjadi pelajaran buatmu miftah
703,703,703,saya mengundurkan diri karena ada tekanan bro
704,704,704,sebelum di lengserkan akir nya mengundurkan diri
705,705,705,kuwalat kamugus
706,706,706,benar sekali presiden pak prabowo mundur dari staf khusus gus mifta presiden pak prabowo indonesia mantap jos yes 
707,707,707,ok
708,708,708,gaya mu gus  gus    dasar  jongos  habib 
709,709,709,hahahaj kamoklase saja kata mengundurkan diri yg mungkin sdh dpt bocoran bakalan dipecatkarna tdk mau malu yakh secepatnya mengundurkan diri hahaha biar terkesan kesatria 
710,710,710,akhirnyapreman diskotik dgn sadar diri mundur jugaalih tersedulalu gmna perihnya tukang es yg direndahkan dimuka ribuan manusia  air matamu hanya sesaatgmna dgn air mata tukang es yg mencari nafkah halal yg kamu rendahkan emmm
711,711,711,gara sombong ya gus
712,712,712,cukur rambutmu miftahkaya pereman pasar ajague lihat usraz di indonesia baru kali ini lihat ustaz gondrong 
713,713,713,yayaya nm
714,714,714,alhamdulillah sekarang bang gusmitftah jd wong cilik lg
715,715,715,ikut sedih gussy ngepens banget dr awal dawah
716,716,716,setau saya orang baik apalagi sudah dipanggil ustas itu biasanya tutur sapanya lembut dn sabarmaaf apakah itu tangis kepalsuan tidak menyentuh hati
717,717,717,iya lah harus mudur ngga menyontoh yang baek 
718,718,718,dia sambil baca karangannya ya kalau bgtu bukan ucapan dari hatinya
719,719,719,alhamdulillah allah telah memperlihatkan kekuasaan nya
720,720,720,engkau berhati mulia saya yakin itu lanjutkan perjuangan mu doaku mohon kepada allah selmat dunia aherat
721,721,721,mf gus krna smpean udah nandur kta yg sllu menyakitkan hti orng2 yg ingin bljar sma anda mlh smpean bnyak kta2 yg bkin orng skit hati hri ini smpean menen hasil dari buatan smpean sndri mf gus sllu banyak istifar smga ini jdi pljran buat kita smua
722,722,722,itu jiwa kesatriya bisa mengakui kesalahanya cubo yg koropsi pasti gk berani 
723,723,723,nggak usah begitu yang penting kmu tanggung jawab nanti di akerat bersama kru mu yang ngakak ketawanya sebagai kayu vakar neraka itu yaa ustad macam gini nih rasakan nanyi balasan dari slloh yang maha dah syaat
724,724,724,cocok jadi anggota ketoprak humor
725,725,725,lucu ni murah berkah
726,726,726,kemaren ketawasekarang mewek
727,727,727,semangat gus orang yg benci yg menghujat ini itu manusia ada hilapnya
728,728,728,benar sekali presiden pak prabowo mundur staf khusus gus mifta presiden pak prabowo indonesia mantap jos yes 
729,729,729,nah gitu dong miftah mundur jadi utusan presiden daripada di pecat karena msh bnyk ustad yg lebih baik
730,730,730,ngapain nangis itu kan kesalahan lo sendiri makanya kalo ngomong hati2 ap lagi lo bisa ngomongin orang lain nasehati orang lain tp ucapanmu sangat buruk sekali
731,731,731,bisa di contoh sifat kesatria nya semoga jadi contoh buat para pejabat yang 
732,732,732,alhamdulillah pembuli wong melarat mengundurkan diri gusti allah mboten sare
733,733,733,mtak na ulah sa ucap2 na lmun lain ucapeunana
734,734,734,bagus dh lu mundur sblm dipecat
735,735,735,tuh buat contoh yg lain
736,736,736,butuh waktu ingin dihargai dihormati sesama jangan mentang2 dipercaya presiden ya yg bisa menunjukan
737,737,737,ceramahnya  juga mundur   juga  agar kata  tidak beradab tidak menular
738,738,738,jgn nangis gus air mata loh buaya mngkanye jngn loh tggiin ilmu tapi adab jg
739,739,739,hore hore hore hahaha wkwkwk
740,740,740,dimanapun dan kepada siapapunjagalah lisanmuini contoh
741,741,741,benar sekali presiden pak prabowo mundur staf khusus presiden pak prabowo mantap jos yes 
